raceId,driverId,driverName,stop,lapNumber,pitDurationSeconds,compound,stint
2025_R12,VER,Max Verstappen,1,11,28.14,INTERMEDIATE,2.0
2025_R12,VER,Max Verstappen,2,41,29.647,MEDIUM,3.0
2025_R13,ALB,Alexander Albon,1,12,23.938,MEDIUM,2.0
2025_R13,ALO,Fernando Alonso,1,11,23.308,MEDIUM,2.0
2025_R13,ALO,Fernando Alonso,2,29,23.625,None,3.0
2025_R13,ANT,Kimi Antonelli,1,12,23.519,MEDIUM,2.0
2025_R13,ANT,Kimi Antonelli,2,30,23.106,None,3.0
2025_R13,BEA,Oliver Bearman,1,12,24.375,MEDIUM,2.0
2025_R13,BOR,Gabriel Bortoleto,1,12,23.209,MEDIUM,2.0
2025_R13,COL,Franco Colapinto,1,12,22.956,MEDIUM,2.0
2025_R13,COL,Franco Colapinto,2,28,23.41,None,3.0
2025_R13,GAS,Pierre Gasly,1,11,26.714,MEDIUM,2.0
2025_R13,HAD,Isack Hadjar,1,13,23.593,MEDIUM,2.0
2025_R13,HAD,Isack Hadjar,2,20,23.478,HARD,3.0
2025_R13,HAM,Lewis Hamilton,1,11,23.234,MEDIUM,2.0
2025_R13,HUL,Nico Hulkenberg,1,11,23.597,MEDIUM,2.0
2025_R13,HUL,Nico Hulkenberg,2,32,23.882,None,3.0
2025_R13,LAW,Liam Lawson,1,12,23.235,MEDIUM,2.0
2025_R13,LEC,Charles Leclerc,1,12,23.781,MEDIUM,2.0
2025_R13,NOR,Lando Norris,1,13,24.357,HARD,2.0
2025_R13,OCO,Esteban Ocon,1,13,23.956,MEDIUM,2.0
2025_R13,PIA,Oscar Piastri,1,12,23.825,MEDIUM,2.0
2025_R13,RUS,George Russell,1,12,23.733,MEDIUM,2.0
2025_R13,SAI,Carlos Sainz,1,12,27.534,MEDIUM,2.0
2025_R13,SAI,Carlos Sainz,2,26,23.631,HARD,3.0
2025_R13,STR,Lance Stroll,1,12,23.769,MEDIUM,2.0
2025_R13,TSU,Yuki Tsunoda,1,13,23.203,MEDIUM,2.0
2025_R13,VER,Max Verstappen,1,12,26.051,MEDIUM,2.0
2025_R14,ALB,Alexander Albon,1,14,21.292,MEDIUM,2.0
2025_R14,ALB,Alexander Albon,2,38,22.707,HARD,3.0
2025_R14,ALO,Fernando Alonso,1,39,22.307,HARD,2.0
2025_R14,ANT,Kimi Antonelli,1,21,22.188,HARD,2.0
2025_R14,BEA,Oliver Bearman,1,30,21.714,HARD,2.0
2025_R14,BEA,Oliver Bearman,2,48,,,
2025_R14,BOR,Gabriel Bortoleto,1,40,21.867,HARD,2.0
2025_R14,COL,Franco Colapinto,1,13,30.205,HARD,2.0
2025_R14,COL,Franco Colapinto,2,35,26.234,HARD,3.0
2025_R14,GAS,Pierre Gasly,1,32,21.588,MEDIUM,2.0
2025_R14,HAD,Isack Hadjar,1,33,21.124,HARD,2.0
2025_R14,HAM,Lewis Hamilton,1,42,21.13,MEDIUM,2.0
2025_R14,HUL,Nico Hulkenberg,1,5,21.6,MEDIUM,2.0
2025_R14,HUL,Nico Hulkenberg,2,41,28.943,MEDIUM,3.0
2025_R14,LAW,Liam Lawson,1,40,22.187,HARD,2.0
2025_R14,LEC,Charles Leclerc,1,19,21.28,HARD,2.0
2025_R14,LEC,Charles Leclerc,2,40,21.148,HARD,3.0
2025_R14,NOR,Lando Norris,1,31,20.884,HARD,2.0
2025_R14,OCO,Esteban Ocon,1,14,22.416,HARD,2.0
2025_R14,PIA,Oscar Piastri,1,18,21.141,HARD,2.0
2025_R14,PIA,Oscar Piastri,2,45,21.005,HARD,3.0
2025_R14,RUS,George Russell,1,19,21.601,HARD,2.0
2025_R14,RUS,George Russell,2,43,21.58,HARD,3.0
2025_R14,SAI,Carlos Sainz,1,15,21.734,HARD,2.0
2025_R14,SAI,Carlos Sainz,2,51,21.623,MEDIUM,3.0
2025_R14,STR,Lance Stroll,1,36,21.512,HARD,2.0
2025_R14,TSU,Yuki Tsunoda,1,20,21.328,SOFT,2.0
2025_R14,TSU,Yuki Tsunoda,2,37,21.545,HARD,3.0
2025_R14,VER,Max Verstappen,1,17,21.219,HARD,2.0
2025_R14,VER,Max Verstappen,2,48,21.274,HARD,3.0
