raceId,driverId,lapNumber,compound
2025_R04,ALB,40.0,MEDIUM
2025_R04,ALB,41.0,MEDIUM
2025_R04,ALB,42.0,MEDIUM
2025_R04,ALB,43.0,MEDIUM
2025_R04,ALB,44.0,MEDIUM
2025_R04,ALB,45.0,MEDIUM
2025_R04,ALB,46.0,MEDIUM
2025_R04,ALB,47.0,MEDIUM
2025_R04,ALB,48.0,MEDIUM
2025_R04,ALB,49.0,MEDIUM
2025_R04,ALB,50.0,MEDIUM
2025_R04,ALB,51.0,MEDIUM
2025_R04,ALB,52.0,MEDIUM
2025_R04,ALB,53.0,MEDIUM
2025_R04,ALB,54.0,MEDIUM
2025_R04,ALB,55.0,MEDIUM
2025_R04,ALB,56.0,MEDIUM
2025_R04,ALB,57.0,MEDIUM
2025_R04,HAD,1.0,SOFT
2025_R04,HAD,2.0,SOFT
2025_R04,HAD,3.0,SOFT
2025_R04,HAD,4.0,SOFT
2025_R04,HAD,5.0,SOFT
2025_R04,HAD,6.0,SOFT
2025_R04,HAD,7.0,MEDIUM
2025_R04,HAD,8.0,MEDIUM
2025_R04,HAD,9.0,MEDIUM
2025_R04,HAD,10.0,MEDIUM
2025_R04,HAD,11.0,MEDIUM
2025_R04,HAD,12.0,MEDIUM
2025_R04,HAD,13.0,MEDIUM
2025_R04,HAD,14.0,MEDIUM
2025_R04,HAD,15.0,MEDIUM
2025_R04,HAD,16.0,MEDIUM
2025_R04,HAD,17.0,MEDIUM
2025_R04,HAD,18.0,MEDIUM
2025_R04,HAD,19.0,MEDIUM
2025_R04,HAD,20.0,MEDIUM
2025_R04,HAD,21.0,MEDIUM
2025_R04,HAD,22.0,MEDIUM
2025_R04,HAD,23.0,MEDIUM
2025_R04,HAD,24.0,MEDIUM
2025_R04,HAD,25.0,MEDIUM
2025_R04,HAD,26.0,MEDIUM
2025_R04,HAD,27.0,MEDIUM
2025_R04,HAD,28.0,MEDIUM
2025_R04,HAD,29.0,HARD
2025_R04,HAD,30.0,HARD
2025_R04,HAD,31.0,HARD
2025_R04,HAD,32.0,HARD
2025_R04,HAD,33.0,HARD
2025_R04,HAD,34.0,HARD
2025_R04,HAD,35.0,HARD
2025_R04,HAD,36.0,HARD
2025_R04,HAD,37.0,HARD
2025_R04,HAD,38.0,HARD
2025_R04,HAD,39.0,HARD
2025_R04,HAD,40.0,HARD
2025_R04,HAD,41.0,HARD
2025_R04,HAD,42.0,HARD
2025_R04,HAD,43.0,HARD
2025_R04,HAD,44.0,HARD
2025_R04,HAD,45.0,HARD
2025_R04,HAD,46.0,HARD
2025_R04,HAD,47.0,HARD
2025_R04,HAD,48.0,HARD
2025_R04,HAD,49.0,HARD
2025_R04,HAD,50.0,HARD
2025_R04,HAD,51.0,HARD
2025_R04,HAD,52.0,HARD
2025_R04,HAD,53.0,HARD
2025_R04,HAD,54.0,HARD
2025_R04,HAD,55.0,HARD
2025_R04,HAD,56.0,HARD
2025_R04,HAD,57.0,HARD
2025_R04,DOO,1.0,SOFT
2025_R04,DOO,2.0,SOFT
2025_R04,DOO,3.0,SOFT
2025_R04,DOO,4.0,SOFT
2025_R04,DOO,5.0,SOFT
2025_R04,DOO,6.0,SOFT
2025_R04,DOO,7.0,SOFT
2025_R04,DOO,8.0,SOFT
2025_R04,DOO,9.0,SOFT
2025_R04,DOO,10.0,MEDIUM
2025_R04,DOO,11.0,MEDIUM
2025_R04,DOO,12.0,MEDIUM
2025_R04,DOO,13.0,MEDIUM
2025_R04,DOO,14.0,MEDIUM
2025_R04,DOO,15.0,MEDIUM
2025_R04,DOO,16.0,MEDIUM
2025_R04,DOO,17.0,MEDIUM
2025_R04,DOO,18.0,MEDIUM
2025_R04,DOO,19.0,MEDIUM
2025_R04,DOO,20.0,MEDIUM
2025_R04,DOO,21.0,MEDIUM
2025_R04,DOO,22.0,MEDIUM
2025_R04,DOO,23.0,MEDIUM
2025_R04,DOO,24.0,MEDIUM
2025_R04,DOO,25.0,MEDIUM
2025_R04,DOO,26.0,MEDIUM
2025_R04,DOO,27.0,MEDIUM
2025_R04,DOO,28.0,MEDIUM
2025_R04,DOO,29.0,HARD
2025_R04,DOO,30.0,HARD
2025_R04,DOO,31.0,HARD
2025_R04,DOO,32.0,HARD
2025_R04,DOO,33.0,HARD
2025_R04,DOO,34.0,HARD
2025_R04,DOO,35.0,HARD
2025_R04,DOO,36.0,HARD
2025_R04,DOO,37.0,HARD
2025_R04,DOO,38.0,HARD
2025_R04,DOO,39.0,HARD
2025_R04,DOO,40.0,HARD
2025_R04,DOO,41.0,HARD
2025_R04,DOO,42.0,HARD
2025_R04,DOO,43.0,HARD
2025_R04,DOO,44.0,HARD
2025_R04,DOO,45.0,HARD
2025_R04,DOO,46.0,HARD
2025_R04,DOO,47.0,HARD
2025_R04,DOO,48.0,HARD
2025_R04,DOO,49.0,HARD
2025_R04,DOO,50.0,HARD
2025_R04,DOO,51.0,HARD
2025_R04,DOO,52.0,HARD
2025_R04,DOO,53.0,HARD
2025_R04,DOO,54.0,HARD
2025_R04,DOO,55.0,HARD
2025_R04,DOO,56.0,HARD
2025_R04,DOO,57.0,HARD
2025_R04,ALO,1.0,MEDIUM
2025_R04,ALO,2.0,MEDIUM
2025_R04,ALO,3.0,MEDIUM
2025_R04,ALO,4.0,MEDIUM
2025_R04,ALO,5.0,MEDIUM
2025_R04,ALO,6.0,MEDIUM
2025_R04,ALO,7.0,MEDIUM
2025_R04,ALO,8.0,MEDIUM
2025_R04,ALO,9.0,MEDIUM
2025_R04,ALO,10.0,MEDIUM
2025_R04,ALO,11.0,MEDIUM
2025_R04,ALO,12.0,MEDIUM
2025_R04,ALO,13.0,MEDIUM
2025_R04,ALO,14.0,MEDIUM
2025_R04,ALO,15.0,MEDIUM
2025_R04,ALO,16.0,MEDIUM
2025_R04,ALO,17.0,MEDIUM
2025_R04,ALO,18.0,MEDIUM
2025_R04,ALO,19.0,MEDIUM
2025_R04,ALO,20.0,MEDIUM
2025_R04,ALO,21.0,MEDIUM
2025_R04,ALO,22.0,MEDIUM
2025_R04,ALO,23.0,MEDIUM
2025_R04,ALO,24.0,MEDIUM
2025_R04,ALO,25.0,MEDIUM
2025_R04,ALO,26.0,MEDIUM
2025_R04,ALO,27.0,MEDIUM
2025_R04,ALO,28.0,MEDIUM
2025_R04,ALO,29.0,MEDIUM
2025_R04,ALO,30.0,MEDIUM
2025_R04,ALO,31.0,MEDIUM
2025_R04,ALO,32.0,MEDIUM
2025_R04,ALO,33.0,HARD
2025_R04,ALO,34.0,HARD
2025_R04,ALO,35.0,HARD
2025_R04,ALO,36.0,HARD
2025_R04,ALO,37.0,HARD
2025_R04,ALO,38.0,HARD
2025_R04,ALO,39.0,HARD
2025_R04,ALO,40.0,HARD
2025_R04,ALO,41.0,HARD
2025_R04,ALO,42.0,HARD
2025_R04,ALO,43.0,HARD
2025_R04,ALO,44.0,HARD
2025_R04,ALO,45.0,HARD
2025_R04,ALO,46.0,HARD
2025_R04,ALO,47.0,HARD
2025_R04,ALO,48.0,HARD
2025_R04,ALO,49.0,HARD
2025_R04,ALO,50.0,HARD
2025_R04,ALO,51.0,HARD
2025_R04,ALO,52.0,HARD
2025_R04,ALO,53.0,HARD
2025_R04,ALO,54.0,HARD
2025_R04,ALO,55.0,HARD
2025_R04,ALO,56.0,HARD
2025_R04,ALO,57.0,HARD
2025_R04,LAW,1.0,MEDIUM
2025_R04,LAW,2.0,MEDIUM
2025_R04,LAW,3.0,MEDIUM
2025_R04,LAW,4.0,MEDIUM
2025_R04,LAW,5.0,MEDIUM
2025_R04,LAW,6.0,MEDIUM
2025_R04,LAW,7.0,MEDIUM
2025_R04,LAW,8.0,MEDIUM
2025_R04,LAW,9.0,MEDIUM
2025_R04,LAW,10.0,MEDIUM
2025_R04,LAW,11.0,MEDIUM
2025_R04,LAW,12.0,MEDIUM
2025_R04,LAW,13.0,MEDIUM
2025_R04,LAW,14.0,MEDIUM
2025_R04,LAW,15.0,HARD
2025_R04,LAW,16.0,HARD
2025_R04,LAW,17.0,HARD
2025_R04,LAW,18.0,HARD
2025_R04,LAW,19.0,HARD
2025_R04,LAW,20.0,HARD
2025_R04,LAW,21.0,HARD
2025_R04,LAW,22.0,HARD
2025_R04,LAW,23.0,HARD
2025_R04,LAW,24.0,HARD
2025_R04,LAW,25.0,HARD
2025_R04,LAW,26.0,HARD
2025_R04,LAW,27.0,HARD
2025_R04,LAW,28.0,HARD
2025_R04,LAW,29.0,HARD
2025_R04,LAW,30.0,HARD
2025_R04,LAW,31.0,HARD
2025_R04,LAW,32.0,HARD
2025_R04,LAW,33.0,SOFT
2025_R04,LAW,34.0,SOFT
2025_R04,LAW,35.0,SOFT
2025_R04,LAW,36.0,SOFT
2025_R04,LAW,37.0,SOFT
2025_R04,LAW,38.0,SOFT
2025_R04,LAW,39.0,SOFT
2025_R04,LAW,40.0,SOFT
2025_R04,LAW,41.0,SOFT
2025_R04,LAW,42.0,SOFT
2025_R04,LAW,43.0,SOFT
2025_R04,LAW,44.0,SOFT
2025_R04,LAW,45.0,SOFT
2025_R04,LAW,46.0,SOFT
2025_R04,LAW,47.0,SOFT
2025_R04,LAW,48.0,SOFT
2025_R04,LAW,49.0,SOFT
2025_R04,LAW,50.0,SOFT
2025_R04,LAW,51.0,SOFT
2025_R04,LAW,52.0,SOFT
2025_R04,LAW,53.0,SOFT
2025_R04,LAW,54.0,SOFT
2025_R04,LAW,55.0,SOFT
2025_R04,LAW,56.0,SOFT
2025_R04,LAW,57.0,SOFT
2025_R04,STR,1.0,SOFT
2025_R04,STR,2.0,SOFT
2025_R04,STR,3.0,SOFT
2025_R04,STR,4.0,SOFT
2025_R04,STR,5.0,SOFT
2025_R04,STR,6.0,SOFT
2025_R04,STR,7.0,SOFT
2025_R04,STR,8.0,SOFT
2025_R04,STR,9.0,SOFT
2025_R04,STR,10.0,SOFT
2025_R04,STR,11.0,SOFT
2025_R04,STR,12.0,SOFT
2025_R04,STR,13.0,MEDIUM
2025_R04,STR,14.0,MEDIUM
2025_R04,STR,15.0,MEDIUM
2025_R04,STR,16.0,MEDIUM
2025_R04,STR,17.0,MEDIUM
2025_R04,STR,18.0,MEDIUM
2025_R04,STR,19.0,MEDIUM
2025_R04,STR,20.0,MEDIUM
2025_R04,STR,21.0,MEDIUM
2025_R04,STR,22.0,MEDIUM
2025_R04,STR,23.0,MEDIUM
2025_R04,STR,24.0,MEDIUM
2025_R04,STR,25.0,MEDIUM
2025_R04,STR,26.0,MEDIUM
2025_R04,STR,27.0,MEDIUM
2025_R04,STR,28.0,MEDIUM
2025_R04,STR,29.0,MEDIUM
2025_R04,STR,30.0,MEDIUM
2025_R04,STR,31.0,MEDIUM
2025_R04,STR,32.0,MEDIUM
2025_R04,STR,33.0,HARD
2025_R04,STR,34.0,HARD
2025_R04,STR,35.0,HARD
2025_R04,STR,36.0,HARD
2025_R04,STR,37.0,HARD
2025_R04,STR,38.0,HARD
2025_R04,STR,39.0,HARD
2025_R04,STR,40.0,HARD
2025_R04,STR,41.0,HARD
2025_R04,STR,42.0,HARD
2025_R04,STR,43.0,HARD
2025_R04,STR,44.0,HARD
2025_R04,STR,45.0,HARD
2025_R04,STR,46.0,HARD
2025_R04,STR,47.0,HARD
2025_R04,STR,48.0,HARD
2025_R04,STR,49.0,HARD
2025_R04,STR,50.0,HARD
2025_R04,STR,51.0,HARD
2025_R04,STR,52.0,HARD
2025_R04,STR,53.0,HARD
2025_R04,STR,54.0,HARD
2025_R04,STR,55.0,HARD
2025_R04,STR,56.0,HARD
2025_R04,STR,57.0,HARD
2025_R04,BOR,1.0,MEDIUM
2025_R04,BOR,2.0,MEDIUM
2025_R04,BOR,3.0,MEDIUM
2025_R04,BOR,4.0,MEDIUM
2025_R04,BOR,5.0,MEDIUM
2025_R04,BOR,6.0,MEDIUM
2025_R04,BOR,7.0,MEDIUM
2025_R04,BOR,8.0,MEDIUM
2025_R04,BOR,9.0,MEDIUM
2025_R04,BOR,10.0,MEDIUM
2025_R04,BOR,11.0,MEDIUM
2025_R04,BOR,12.0,MEDIUM
2025_R04,BOR,13.0,MEDIUM
2025_R04,BOR,14.0,HARD
2025_R04,BOR,15.0,HARD
2025_R04,BOR,16.0,HARD
2025_R04,BOR,17.0,HARD
2025_R04,BOR,18.0,HARD
2025_R04,BOR,19.0,HARD
2025_R04,BOR,20.0,HARD
2025_R04,BOR,21.0,HARD
2025_R04,BOR,22.0,HARD
2025_R04,BOR,23.0,HARD
2025_R04,BOR,24.0,HARD
2025_R04,BOR,25.0,HARD
2025_R04,BOR,26.0,HARD
2025_R04,BOR,27.0,HARD
2025_R04,BOR,28.0,HARD
2025_R04,BOR,29.0,HARD
2025_R04,BOR,30.0,HARD
2025_R04,BOR,31.0,HARD
2025_R04,BOR,32.0,HARD
2025_R04,BOR,33.0,MEDIUM
2025_R04,BOR,34.0,MEDIUM
2025_R04,BOR,35.0,MEDIUM
2025_R04,BOR,36.0,MEDIUM
2025_R04,BOR,37.0,MEDIUM
2025_R04,BOR,38.0,MEDIUM
2025_R04,BOR,39.0,MEDIUM
2025_R04,BOR,40.0,MEDIUM
2025_R04,BOR,41.0,MEDIUM
2025_R04,BOR,42.0,MEDIUM
2025_R04,BOR,43.0,MEDIUM
2025_R04,BOR,44.0,MEDIUM
2025_R04,BOR,45.0,MEDIUM
2025_R04,BOR,46.0,MEDIUM
2025_R04,BOR,47.0,MEDIUM
2025_R04,BOR,48.0,MEDIUM
2025_R04,BOR,49.0,MEDIUM
2025_R04,BOR,50.0,MEDIUM
2025_R04,BOR,51.0,MEDIUM
2025_R04,BOR,52.0,MEDIUM
2025_R04,BOR,53.0,MEDIUM
2025_R04,BOR,54.0,MEDIUM
2025_R04,BOR,55.0,MEDIUM
2025_R04,BOR,56.0,MEDIUM
2025_R04,BOR,57.0,MEDIUM
2025_R04,SAI,1.0,SOFT
2025_R04,SAI,2.0,SOFT
2025_R04,SAI,3.0,SOFT
2025_R04,SAI,4.0,SOFT
2025_R04,SAI,5.0,SOFT
2025_R04,SAI,6.0,SOFT
2025_R04,SAI,7.0,SOFT
2025_R04,SAI,8.0,SOFT
2025_R04,SAI,9.0,SOFT
2025_R04,SAI,10.0,SOFT
2025_R04,SAI,11.0,SOFT
2025_R04,SAI,12.0,SOFT
2025_R04,SAI,13.0,SOFT
2025_R04,SAI,14.0,SOFT
2025_R04,SAI,15.0,MEDIUM
2025_R04,SAI,16.0,MEDIUM
2025_R04,SAI,17.0,MEDIUM
2025_R04,SAI,18.0,MEDIUM
2025_R04,SAI,19.0,MEDIUM
2025_R04,SAI,20.0,MEDIUM
2025_R04,SAI,21.0,MEDIUM
2025_R04,SAI,22.0,MEDIUM
2025_R04,SAI,23.0,MEDIUM
2025_R04,SAI,24.0,MEDIUM
2025_R04,SAI,25.0,MEDIUM
2025_R04,SAI,26.0,MEDIUM
2025_R04,SAI,27.0,MEDIUM
2025_R04,SAI,28.0,MEDIUM
2025_R04,SAI,29.0,MEDIUM
2025_R04,SAI,30.0,MEDIUM
2025_R04,SAI,31.0,MEDIUM
2025_R04,SAI,32.0,MEDIUM
2025_R04,SAI,33.0,HARD
2025_R04,SAI,34.0,HARD
2025_R04,SAI,35.0,HARD
2025_R04,SAI,36.0,HARD
2025_R04,SAI,37.0,HARD
2025_R04,SAI,38.0,HARD
2025_R04,SAI,39.0,HARD
2025_R04,SAI,40.0,HARD
2025_R04,SAI,41.0,HARD
2025_R04,SAI,42.0,HARD
2025_R04,SAI,43.0,HARD
2025_R04,SAI,44.0,HARD
2025_R04,SAI,45.0,SOFT
2025_R04,HUL,1.0,SOFT
2025_R04,HUL,2.0,SOFT
2025_R04,HUL,3.0,SOFT
2025_R04,HUL,4.0,SOFT
2025_R04,HUL,5.0,SOFT
2025_R04,HUL,6.0,MEDIUM
2025_R04,HUL,7.0,MEDIUM
2025_R04,HUL,8.0,MEDIUM
2025_R04,HUL,9.0,MEDIUM
2025_R04,HUL,10.0,MEDIUM
2025_R04,HUL,11.0,MEDIUM
2025_R04,HUL,12.0,MEDIUM
2025_R04,HUL,13.0,MEDIUM
2025_R04,HUL,14.0,MEDIUM
2025_R04,HUL,15.0,MEDIUM
2025_R04,HUL,16.0,MEDIUM
2025_R04,HUL,17.0,MEDIUM
2025_R04,HUL,18.0,MEDIUM
2025_R04,HUL,19.0,MEDIUM
2025_R04,HUL,20.0,MEDIUM
2025_R04,HUL,21.0,MEDIUM
2025_R04,HUL,22.0,MEDIUM
2025_R04,HUL,23.0,MEDIUM
2025_R04,HUL,24.0,MEDIUM
2025_R04,HUL,25.0,MEDIUM
2025_R04,HUL,26.0,MEDIUM
2025_R04,HUL,27.0,MEDIUM
2025_R04,HUL,28.0,MEDIUM
2025_R04,HUL,29.0,MEDIUM
2025_R04,HUL,30.0,MEDIUM
2025_R04,HUL,31.0,MEDIUM
2025_R04,HUL,32.0,MEDIUM
2025_R04,HUL,33.0,MEDIUM
2025_R04,HUL,34.0,MEDIUM
2025_R04,HUL,35.0,MEDIUM
2025_R04,HUL,36.0,MEDIUM
2025_R04,HUL,37.0,MEDIUM
2025_R04,HUL,38.0,MEDIUM
2025_R04,HUL,39.0,MEDIUM
2025_R04,HUL,40.0,MEDIUM
2025_R04,HUL,41.0,MEDIUM
2025_R04,HUL,42.0,MEDIUM
2025_R04,HUL,43.0,MEDIUM
2025_R04,HUL,44.0,MEDIUM
2025_R04,HUL,45.0,MEDIUM
2025_R04,HUL,46.0,MEDIUM
2025_R04,HUL,47.0,MEDIUM
2025_R04,HUL,48.0,MEDIUM
2025_R04,HUL,49.0,MEDIUM
2025_R04,HUL,50.0,MEDIUM
2025_R04,HUL,51.0,MEDIUM
2025_R04,HUL,52.0,MEDIUM
2025_R04,HUL,53.0,MEDIUM
2025_R04,HUL,54.0,MEDIUM
2025_R04,HUL,55.0,MEDIUM
2025_R04,HUL,56.0,MEDIUM
2025_R04,HUL,57.0,MEDIUM
2025_R05,PIA,1.0,MEDIUM
2025_R05,PIA,2.0,MEDIUM
2025_R05,PIA,3.0,MEDIUM
2025_R05,PIA,4.0,MEDIUM
2025_R05,PIA,5.0,MEDIUM
2025_R05,PIA,6.0,MEDIUM
2025_R05,PIA,7.0,MEDIUM
2025_R05,PIA,8.0,MEDIUM
2025_R05,PIA,9.0,MEDIUM
2025_R05,PIA,10.0,MEDIUM
2025_R05,PIA,11.0,MEDIUM
2025_R05,PIA,12.0,MEDIUM
2025_R05,PIA,13.0,MEDIUM
2025_R05,PIA,14.0,MEDIUM
2025_R05,PIA,15.0,MEDIUM
2025_R05,PIA,16.0,MEDIUM
2025_R05,PIA,17.0,MEDIUM
2025_R05,PIA,18.0,MEDIUM
2025_R05,PIA,19.0,MEDIUM
2025_R05,PIA,20.0,HARD
2025_R05,PIA,21.0,HARD
2025_R05,PIA,22.0,HARD
2025_R05,PIA,23.0,HARD
2025_R05,PIA,24.0,HARD
2025_R05,PIA,25.0,HARD
2025_R05,PIA,26.0,HARD
2025_R05,PIA,27.0,HARD
2025_R05,PIA,28.0,HARD
2025_R05,PIA,29.0,HARD
2025_R05,PIA,30.0,HARD
2025_R05,PIA,31.0,HARD
2025_R05,PIA,32.0,HARD
2025_R05,PIA,33.0,HARD
2025_R05,PIA,34.0,HARD
2025_R05,PIA,35.0,HARD
2025_R05,PIA,36.0,HARD
2025_R05,PIA,37.0,HARD
2025_R05,PIA,38.0,HARD
2025_R05,PIA,39.0,HARD
2025_R05,PIA,40.0,HARD
2025_R05,PIA,41.0,HARD
2025_R05,PIA,42.0,HARD
2025_R05,PIA,43.0,HARD
2025_R05,PIA,44.0,HARD
2025_R05,PIA,45.0,HARD
2025_R05,PIA,46.0,HARD
2025_R05,PIA,47.0,HARD
2025_R05,PIA,48.0,HARD
2025_R05,PIA,49.0,HARD
2025_R05,PIA,50.0,HARD
2025_R05,VER,1.0,MEDIUM
2025_R05,VER,2.0,MEDIUM
2025_R05,VER,3.0,MEDIUM
2025_R05,VER,4.0,MEDIUM
2025_R05,VER,5.0,MEDIUM
2025_R05,VER,6.0,MEDIUM
2025_R05,VER,7.0,MEDIUM
2025_R05,VER,8.0,MEDIUM
2025_R05,VER,9.0,MEDIUM
2025_R05,VER,10.0,MEDIUM
2025_R05,VER,11.0,MEDIUM
2025_R05,VER,12.0,MEDIUM
2025_R05,VER,13.0,MEDIUM
2025_R05,VER,14.0,MEDIUM
2025_R05,VER,15.0,MEDIUM
2025_R05,VER,16.0,MEDIUM
2025_R05,VER,17.0,MEDIUM
2025_R05,VER,18.0,MEDIUM
2025_R05,VER,19.0,MEDIUM
2025_R05,VER,20.0,MEDIUM
2025_R05,VER,21.0,MEDIUM
2025_R05,VER,22.0,HARD
2025_R05,VER,23.0,HARD
2025_R05,VER,24.0,HARD
2025_R05,VER,25.0,HARD
2025_R05,VER,26.0,HARD
2025_R05,VER,27.0,HARD
2025_R05,VER,28.0,HARD
2025_R05,VER,29.0,HARD
2025_R05,VER,30.0,HARD
2025_R05,VER,31.0,HARD
2025_R05,VER,32.0,HARD
2025_R05,VER,33.0,HARD
2025_R05,VER,34.0,HARD
2025_R05,VER,35.0,HARD
2025_R05,VER,36.0,HARD
2025_R05,VER,37.0,HARD
2025_R05,VER,38.0,HARD
2025_R05,VER,39.0,HARD
2025_R05,VER,40.0,HARD
2025_R05,VER,41.0,HARD
2025_R05,VER,42.0,HARD
2025_R05,VER,43.0,HARD
2025_R05,VER,44.0,HARD
2025_R05,VER,45.0,HARD
2025_R05,VER,46.0,HARD
2025_R05,VER,47.0,HARD
2025_R05,VER,48.0,HARD
2025_R05,VER,49.0,HARD
2025_R05,VER,50.0,HARD
2025_R05,LEC,1.0,MEDIUM
2025_R05,LEC,2.0,MEDIUM
2025_R05,LEC,3.0,MEDIUM
2025_R05,LEC,4.0,MEDIUM
2025_R05,LEC,5.0,MEDIUM
2025_R05,LEC,6.0,MEDIUM
2025_R05,LEC,7.0,MEDIUM
2025_R05,LEC,8.0,MEDIUM
2025_R05,LEC,9.0,MEDIUM
2025_R05,LEC,10.0,MEDIUM
2025_R05,LEC,11.0,MEDIUM
2025_R05,LEC,12.0,MEDIUM
2025_R05,LEC,13.0,MEDIUM
2025_R05,LEC,14.0,MEDIUM
2025_R05,LEC,15.0,MEDIUM
2025_R05,LEC,16.0,MEDIUM
2025_R05,LEC,17.0,MEDIUM
2025_R05,LEC,18.0,MEDIUM
2025_R05,LEC,19.0,MEDIUM
2025_R05,LEC,20.0,MEDIUM
2025_R05,LEC,21.0,MEDIUM
2025_R05,LEC,22.0,MEDIUM
2025_R05,LEC,23.0,MEDIUM
2025_R05,LEC,24.0,MEDIUM
2025_R05,LEC,25.0,MEDIUM
2025_R05,LEC,26.0,MEDIUM
2025_R05,LEC,27.0,MEDIUM
2025_R05,LEC,28.0,MEDIUM
2025_R05,LEC,29.0,MEDIUM
2025_R05,LEC,30.0,HARD
2025_R05,LEC,31.0,HARD
2025_R05,LEC,32.0,HARD
2025_R05,LEC,33.0,HARD
2025_R05,LEC,34.0,HARD
2025_R05,LEC,35.0,HARD
2025_R05,LEC,36.0,HARD
2025_R05,LEC,37.0,HARD
2025_R05,LEC,38.0,HARD
2025_R05,LEC,39.0,HARD
2025_R05,LEC,40.0,HARD
2025_R05,LEC,41.0,HARD
2025_R05,LEC,42.0,HARD
2025_R05,LEC,43.0,HARD
2025_R05,LEC,44.0,HARD
2025_R05,LEC,45.0,HARD
2025_R05,LEC,46.0,HARD
2025_R05,LEC,47.0,HARD
2025_R05,LEC,48.0,HARD
2025_R05,LEC,49.0,HARD
2025_R05,LEC,50.0,HARD
2025_R05,NOR,1.0,HARD
2025_R05,NOR,2.0,HARD
2025_R05,NOR,3.0,HARD
2025_R05,NOR,4.0,HARD
2025_R05,NOR,5.0,HARD
2025_R05,NOR,6.0,HARD
2025_R05,NOR,7.0,HARD
2025_R05,NOR,8.0,HARD
2025_R05,NOR,9.0,HARD
2025_R05,NOR,10.0,HARD
2025_R05,NOR,11.0,HARD
2025_R05,NOR,12.0,HARD
2025_R05,NOR,13.0,HARD
2025_R05,NOR,14.0,HARD
2025_R05,NOR,15.0,HARD
2025_R05,NOR,16.0,HARD
2025_R05,NOR,17.0,HARD
2025_R05,NOR,18.0,HARD
2025_R05,NOR,19.0,HARD
2025_R05,NOR,20.0,HARD
2025_R05,NOR,21.0,HARD
2025_R05,NOR,22.0,HARD
2025_R05,NOR,23.0,HARD
2025_R05,NOR,24.0,HARD
2025_R05,NOR,25.0,HARD
2025_R05,NOR,26.0,HARD
2025_R05,NOR,27.0,HARD
2025_R05,NOR,28.0,HARD
2025_R05,NOR,29.0,HARD
2025_R05,NOR,30.0,HARD
2025_R05,NOR,31.0,HARD
2025_R05,NOR,32.0,HARD
2025_R05,NOR,33.0,HARD
2025_R05,NOR,34.0,HARD
2025_R05,NOR,35.0,MEDIUM
2025_R05,NOR,36.0,MEDIUM
2025_R05,NOR,37.0,MEDIUM
2025_R05,NOR,38.0,MEDIUM
2025_R05,NOR,39.0,MEDIUM
2025_R05,NOR,40.0,MEDIUM
2025_R05,NOR,41.0,MEDIUM
2025_R05,NOR,42.0,MEDIUM
2025_R05,NOR,43.0,MEDIUM
2025_R05,NOR,44.0,MEDIUM
2025_R05,NOR,45.0,MEDIUM
2025_R05,NOR,46.0,MEDIUM
2025_R05,NOR,47.0,MEDIUM
2025_R05,NOR,48.0,MEDIUM
2025_R05,NOR,49.0,MEDIUM
2025_R05,NOR,50.0,MEDIUM
2025_R05,RUS,1.0,MEDIUM
2025_R05,RUS,2.0,MEDIUM
2025_R05,RUS,3.0,MEDIUM
2025_R05,RUS,4.0,MEDIUM
2025_R05,RUS,5.0,MEDIUM
2025_R05,RUS,6.0,MEDIUM
2025_R05,RUS,7.0,MEDIUM
2025_R05,RUS,8.0,MEDIUM
2025_R05,RUS,9.0,MEDIUM
2025_R05,RUS,10.0,MEDIUM
2025_R05,RUS,11.0,MEDIUM
2025_R05,RUS,12.0,MEDIUM
2025_R05,RUS,13.0,MEDIUM
2025_R05,RUS,14.0,MEDIUM
2025_R05,RUS,15.0,MEDIUM
2025_R05,RUS,16.0,MEDIUM
2025_R05,RUS,17.0,MEDIUM
2025_R05,RUS,18.0,MEDIUM
2025_R05,RUS,19.0,MEDIUM
2025_R05,RUS,20.0,MEDIUM
2025_R05,RUS,21.0,HARD
2025_R05,RUS,22.0,HARD
2025_R05,RUS,23.0,HARD
2025_R05,RUS,24.0,HARD
2025_R05,RUS,25.0,HARD
2025_R05,RUS,26.0,HARD
2025_R05,RUS,27.0,HARD
2025_R05,RUS,28.0,HARD
2025_R05,RUS,29.0,HARD
2025_R05,RUS,30.0,HARD
2025_R05,RUS,31.0,HARD
2025_R05,RUS,32.0,HARD
2025_R05,RUS,33.0,HARD
2025_R05,RUS,34.0,HARD
2025_R05,RUS,35.0,HARD
2025_R05,RUS,36.0,HARD
2025_R05,RUS,37.0,HARD
2025_R05,RUS,38.0,HARD
2025_R05,RUS,39.0,HARD
2025_R05,RUS,40.0,HARD
2025_R05,RUS,41.0,HARD
2025_R05,RUS,42.0,HARD
2025_R05,RUS,43.0,HARD
2025_R05,RUS,44.0,HARD
2025_R05,RUS,45.0,HARD
2025_R05,RUS,46.0,HARD
2025_R05,RUS,47.0,HARD
2025_R05,RUS,48.0,HARD
2025_R05,RUS,49.0,HARD
2025_R05,RUS,50.0,HARD
2025_R05,ANT,1.0,MEDIUM
2025_R05,ANT,2.0,MEDIUM
2025_R05,ANT,3.0,MEDIUM
2025_R05,ANT,4.0,MEDIUM
2025_R05,ANT,5.0,MEDIUM
2025_R05,ANT,6.0,MEDIUM
2025_R05,ANT,7.0,MEDIUM
2025_R05,ANT,8.0,MEDIUM
